text,category
Rs.2263.21 Dr. from A/C XXXXXXXX and Cr. to UPI CASHBACK. Ref:285005291944. AvlBal:Rs32322.01.,Other
Rs.4454.86 Dr. from A/C XXXXXXXX and Cr. to LPG. Ref:879058267660. AvlBal:Rs28315.74.,Bills & Utilities
Rs.3645.2 Dr. from A/C XXXXXXXX and Cr. to COURSERA. Ref:969302610713. AvlBal:Rs22836.65.,Education
Rs.2616.27 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:736024896218. AvlBal:Rs17589.78.,Transport
Rs.4623.99 Dr. from A/C XXXXXXXX and Cr. to BOUNCE. Ref:799343513546. AvlBal:Rs40042.54.,Transport
Rs.3835.37 Dr. from A/C XXXXXXXX and Cr. to UNACADEMY. Ref:232075028160. AvlBal:Rs33441.69.,Education
Rs.3610.71 Dr. from A/C XXXXXXXX and Cr. to FRIEND TRANSFER. Ref:776547045803. AvlBal:Rs880.98.,Other
Rs.2958.31 Dr. from A/C XXXXXXXX and Cr. to SELF TRANSFER. Ref:424160039919. AvlBal:Rs10581.23.,Other
Rs.960.35 Dr. from A/C XXXXXXXX and Cr. to LAB TEST. Ref:947571316213. AvlBal:Rs16458.06.,Health
Rs.1596.02 Dr. from A/C XXXXXXXX and Cr. to PRACTO. Ref:994830027522. AvlBal:Rs38729.3.,Health
Rs.4152.03 Dr. from A/C XXXXXXXX and Cr. to TRANSPORT. Ref:520272656220. AvlBal:Rs45037.37.,Transport
Rs.1299.97 Dr. from A/C XXXXXXXX and Cr. to RELIANCE FRESH. Ref:496620713854. AvlBal:Rs7209.21.,Groceries
Rs.3316.79 Dr. from A/C XXXXXXXX and Cr. to MORE SUPERMARKET. Ref:797927551003. AvlBal:Rs2708.14.,Groceries
Rs.2866.32 Dr. from A/C XXXXXXXX and Cr. to ELECTRICITY RECHARGE. Ref:193158604710. AvlBal:Rs27467.52.,Bills & Utilities
Rs.3127.7 Dr. from A/C XXXXXXXX and Cr. to HALDIRAMS. Ref:628163558296. AvlBal:Rs37054.58.,Food & Dining
Rs.4008.18 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:864730148895. AvlBal:Rs48738.23.,Education
Rs.1031.34 Dr. from A/C XXXXXXXX and Cr. to CERTIFICATION FEE. Ref:684693639441. AvlBal:Rs40015.09.,Education
Rs.1899.51 Dr. from A/C XXXXXXXX and Cr. to FOOD ORDER. Ref:988005950717. AvlBal:Rs49371.96.,Food & Dining
Rs.3352.91 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:967327730019. AvlBal:Rs28202.31.,Groceries
Rs.4644.87 Dr. from A/C XXXXXXXX and Cr. to PIZZA HUT. Ref:912327743811. AvlBal:Rs33994.35.,Food & Dining
Rs.3209.18 Dr. from A/C XXXXXXXX and Cr. to UTILITY BILL. Ref:603504980582. AvlBal:Rs22425.6.,Bills & Utilities
Rs.804.0 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:985642369174. AvlBal:Rs35193.63.,Shopping
Rs.4300.66 Dr. from A/C XXXXXXXX and Cr. to MORE SUPERMARKET. Ref:389064925144. AvlBal:Rs1835.9.,Groceries
Rs.1819.29 Dr. from A/C XXXXXXXX and Cr. to SCHOOL FEES. Ref:312229948948. AvlBal:Rs33901.38.,Education
Rs.4968.64 Dr. from A/C XXXXXXXX and Cr. to MSEB. Ref:946153015201. AvlBal:Rs46376.41.,Bills & Utilities
Rs.4337.76 Dr. from A/C XXXXXXXX and Cr. to CASH WITHDRAWAL. Ref:931338166384. AvlBal:Rs16937.46.,Other
Rs.4534.82 Dr. from A/C XXXXXXXX and Cr. to UNKNOWN MERCHANT. Ref:688261928572. AvlBal:Rs17758.32.,Other
Rs.2402.34 Dr. from A/C XXXXXXXX and Cr. to MEDPLUS. Ref:606566332760. AvlBal:Rs16290.77.,Health
Rs.2281.67 Dr. from A/C XXXXXXXX and Cr. to MEDICAL STORE. Ref:574199134059. AvlBal:Rs40180.98.,Health
Rs.2437.94 Dr. from A/C XXXXXXXX and Cr. to SUPERMARKET. Ref:181186427291. AvlBal:Rs20590.24.,Groceries
Rs.2675.55 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:338548727935. AvlBal:Rs44320.64.,Entertainment
Rs.2157.38 Dr. from A/C XXXXXXXX and Cr. to NPS CONTRIBUTION. Ref:677795967129. AvlBal:Rs7208.29.,Investment
Rs.1153.74 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:436581133624. AvlBal:Rs32026.34.,Investment
Rs.4850.56 Dr. from A/C XXXXXXXX and Cr. to DMART. Ref:655547850949. AvlBal:Rs45651.51.,Groceries
Rs.3100.81 Dr. from A/C XXXXXXXX and Cr. to COURSE FEE. Ref:941782503415. AvlBal:Rs12189.13.,Education
Rs.140.17 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:179747472479. AvlBal:Rs10728.42.,Shopping
Rs.3213.33 Dr. from A/C XXXXXXXX and Cr. to COLLEGE FEES. Ref:428782730611. AvlBal:Rs14488.99.,Education
Rs.4734.99 Dr. from A/C XXXXXXXX and Cr. to POS SHOP. Ref:496545068329. AvlBal:Rs5400.0.,Shopping
Rs.3874.02 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:248393930461. AvlBal:Rs12246.16.,Health
Rs.1566.41 Dr. from A/C XXXXXXXX and Cr. to UPI TRANSFER. Ref:717581257148. AvlBal:Rs16931.32.,Other
Rs.4573.7 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:218771368551. AvlBal:Rs21785.78.,Investment
Rs.3165.43 Dr. from A/C XXXXXXXX and Cr. to EDX. Ref:581293785418. AvlBal:Rs40850.37.,Education
Rs.4527.46 Dr. from A/C XXXXXXXX and Cr. to NILGIRIS. Ref:570020121047. AvlBal:Rs14554.35.,Groceries
Rs.4504.15 Dr. from A/C XXXXXXXX and Cr. to INOX. Ref:279546914941. AvlBal:Rs26358.12.,Entertainment
Rs.237.03 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:843174593133. AvlBal:Rs39348.07.,Other
Rs.2685.46 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:421484275434. AvlBal:Rs21878.48.,Education
Rs.832.0 Dr. from A/C XXXXXXXX and Cr. to FAMILY TRANSFER. Ref:451973651587. AvlBal:Rs13866.75.,Other
Rs.4645.1 Dr. from A/C XXXXXXXX and Cr. to REVERSAL. Ref:181344436355. AvlBal:Rs48986.99.,Other
Rs.4541.61 Dr. from A/C XXXXXXXX and Cr. to TOLL PLAZA. Ref:707616772523. AvlBal:Rs5607.06.,Transport
Rs.648.04 Dr. from A/C XXXXXXXX and Cr. to DOMINOS. Ref:453926724773. AvlBal:Rs10276.87.,Food & Dining
Rs.4531.08 Dr. from A/C XXXXXXXX and Cr. to UNKNOWN MERCHANT. Ref:824475415324. AvlBal:Rs12142.92.,Other
Rs.3567.24 Dr. from A/C XXXXXXXX and Cr. to VI. Ref:599684103474. AvlBal:Rs32867.92.,Bills & Utilities
Rs.118.92 Dr. from A/C XXXXXXXX and Cr. to ECOM PURCHASE. Ref:168245758524. AvlBal:Rs19067.46.,Shopping
Rs.1018.15 Dr. from A/C XXXXXXXX and Cr. to TUITION FEES. Ref:573086179787. AvlBal:Rs22944.13.,Education
Rs.1081.71 Dr. from A/C XXXXXXXX and Cr. to RELIANCE FRESH. Ref:556058845796. AvlBal:Rs9133.5.,Groceries
Rs.4961.18 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:751497611185. AvlBal:Rs812.15.,Health
Rs.3499.07 Dr. from A/C XXXXXXXX and Cr. to UTILITY BILL. Ref:468688730268. AvlBal:Rs30976.97.,Bills & Utilities
Rs.3434.32 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:868721107187. AvlBal:Rs17920.73.,Entertainment
Rs.2486.25 Dr. from A/C XXXXXXXX and Cr. to BURGER KING. Ref:273971503182. AvlBal:Rs41378.32.,Food & Dining
Rs.4191.82 Dr. from A/C XXXXXXXX and Cr. to MORE SUPERMARKET. Ref:868965556962. AvlBal:Rs42645.21.,Groceries
Rs.223.96 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:349687744887. AvlBal:Rs49787.32.,Health
Rs.4049.39 Dr. from A/C XXXXXXXX and Cr. to GROWW. Ref:987194564785. AvlBal:Rs27198.33.,Investment
Rs.1579.37 Dr. from A/C XXXXXXXX and Cr. to STOCK SELL. Ref:881314514837. AvlBal:Rs7598.52.,Investment
Rs.132.84 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:826366034579. AvlBal:Rs33814.57.,Entertainment
Rs.3342.44 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET DAILY. Ref:502909520091. AvlBal:Rs15061.28.,Groceries
Rs.2872.26 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:604370082252. AvlBal:Rs17218.58.,Entertainment
Rs.4703.71 Dr. from A/C XXXXXXXX and Cr. to STOCK MARKET. Ref:428830782219. AvlBal:Rs18176.57.,Investment
Rs.4920.63 Dr. from A/C XXXXXXXX and Cr. to RELIANCE DIGITAL. Ref:264093283119. AvlBal:Rs46153.81.,Shopping
Rs.2481.28 Dr. from A/C XXXXXXXX and Cr. to FAMILY TRANSFER. Ref:688476059217. AvlBal:Rs24103.4.,Other
Rs.2699.9 Dr. from A/C XXXXXXXX and Cr. to PETROL BUNK. Ref:813946735239. AvlBal:Rs4036.04.,Transport
Rs.3164.84 Dr. from A/C XXXXXXXX and Cr. to MISC. Ref:301995128456. AvlBal:Rs45265.46.,Other
Rs.2069.75 Dr. from A/C XXXXXXXX and Cr. to JIO. Ref:794927746518. AvlBal:Rs27700.87.,Bills & Utilities
Rs.2830.09 Dr. from A/C XXXXXXXX and Cr. to PAYTM MONEY. Ref:775703430133. AvlBal:Rs32278.09.,Investment
Rs.678.84 Dr. from A/C XXXXXXXX and Cr. to FIRSTCRY. Ref:546354864614. AvlBal:Rs20085.52.,Shopping
Rs.2722.12 Dr. from A/C XXXXXXXX and Cr. to WESTSIDE. Ref:543084945630. AvlBal:Rs41213.94.,Shopping
Rs.583.09 Dr. from A/C XXXXXXXX and Cr. to BESCOM. Ref:705218679745. AvlBal:Rs49610.74.,Bills & Utilities
Rs.861.96 Dr. from A/C XXXXXXXX and Cr. to RELIANCE FRESH. Ref:651031919899. AvlBal:Rs36010.97.,Groceries
Rs.4420.66 Dr. from A/C XXXXXXXX and Cr. to PPF DEPOSIT. Ref:566201507138. AvlBal:Rs17075.44.,Investment
Rs.840.08 Dr. from A/C XXXXXXXX and Cr. to STOCK BUY. Ref:995664214332. AvlBal:Rs29536.9.,Investment
Rs.1024.17 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:505497759422. AvlBal:Rs4808.26.,Entertainment
Rs.1440.57 Dr. from A/C XXXXXXXX and Cr. to SUBWAY. Ref:417723337341. AvlBal:Rs40077.97.,Food & Dining
Rs.2286.64 Dr. from A/C XXXXXXXX and Cr. to GROCERY STORE. Ref:820581174146. AvlBal:Rs25568.53.,Groceries
Rs.3406.63 Dr. from A/C XXXXXXXX and Cr. to ANGEL ONE. Ref:295053363298. AvlBal:Rs5201.68.,Investment
Rs.1190.0 Dr. from A/C XXXXXXXX and Cr. to VEDANTU. Ref:544800231487. AvlBal:Rs7401.6.,Education
Rs.1842.21 Dr. from A/C XXXXXXXX and Cr. to STREAMING. Ref:356632179747. AvlBal:Rs22848.01.,Entertainment
Rs.3357.59 Dr. from A/C XXXXXXXX and Cr. to AIIMS. Ref:664857204245. AvlBal:Rs10136.85.,Health
Rs.182.61 Dr. from A/C XXXXXXXX and Cr. to ACT FIBERNET. Ref:858155273838. AvlBal:Rs10543.2.,Bills & Utilities
Rs.1357.81 Dr. from A/C XXXXXXXX and Cr. to DOMINOS. Ref:291234040432. AvlBal:Rs46721.59.,Food & Dining
Rs.2512.61 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:122990006362. AvlBal:Rs28517.91.,Entertainment
Rs.2454.95 Dr. from A/C XXXXXXXX and Cr. to HERITAGE FRESH. Ref:518021042746. AvlBal:Rs15544.9.,Groceries
Rs.3284.78 Dr. from A/C XXXXXXXX and Cr. to DISH TV. Ref:221522794615. AvlBal:Rs16946.46.,Bills & Utilities
Rs.4081.52 Dr. from A/C XXXXXXXX and Cr. to DISH TV. Ref:623261522578. AvlBal:Rs12316.98.,Bills & Utilities
Rs.2822.52 Dr. from A/C XXXXXXXX and Cr. to BHARAT GAS. Ref:358032262719. AvlBal:Rs45100.4.,Bills & Utilities
Rs.299.62 Dr. from A/C XXXXXXXX and Cr. to SUN DIRECT. Ref:759271653420. AvlBal:Rs3276.57.,Bills & Utilities
Rs.1547.67 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:990092320844. AvlBal:Rs13534.47.,Entertainment
Rs.1196.58 Dr. from A/C XXXXXXXX and Cr. to MOBILE RECHARGE. Ref:156050841370. AvlBal:Rs9770.77.,Bills & Utilities
Rs.1842.94 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:665905405963. AvlBal:Rs11366.56.,Health
Rs.835.36 Dr. from A/C XXXXXXXX and Cr. to MEESHO. Ref:536728681745. AvlBal:Rs45970.63.,Shopping
Rs.2482.69 Dr. from A/C XXXXXXXX and Cr. to SWIGGY. Ref:786941931591. AvlBal:Rs4373.85.,Food & Dining
Rs.3190.75 Dr. from A/C XXXXXXXX and Cr. to PHARMEASY. Ref:541271669738. AvlBal:Rs31283.01.,Health
Rs.3287.06 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:152801340668. AvlBal:Rs10554.77.,Health
Rs.3248.05 Dr. from A/C XXXXXXXX and Cr. to METRO RAIL. Ref:275931024958. AvlBal:Rs34480.19.,Transport
Rs.4040.1 Dr. from A/C XXXXXXXX and Cr. to COIN BY ZERODHA. Ref:555350210070. AvlBal:Rs25891.18.,Investment
Rs.4312.83 Dr. from A/C XXXXXXXX and Cr. to TATA CLIQ. Ref:719782931179. AvlBal:Rs37157.04.,Shopping
Rs.419.57 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:477844282915. AvlBal:Rs2996.32.,Investment
Rs.3057.49 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:409230666535. AvlBal:Rs1387.09.,Health
Rs.716.9 Dr. from A/C XXXXXXXX and Cr. to MEDICAL STORE. Ref:947514952870. AvlBal:Rs25096.42.,Health
Rs.299.67 Dr. from A/C XXXXXXXX and Cr. to CHAI POINT. Ref:659288683117. AvlBal:Rs45433.94.,Food & Dining
Rs.3130.54 Dr. from A/C XXXXXXXX and Cr. to TNEB. Ref:611316607535. AvlBal:Rs10543.12.,Bills & Utilities
Rs.265.76 Dr. from A/C XXXXXXXX and Cr. to REVERSAL. Ref:756992140348. AvlBal:Rs8817.35.,Other
Rs.4281.82 Dr. from A/C XXXXXXXX and Cr. to MSEB. Ref:190554236396. AvlBal:Rs33797.89.,Bills & Utilities
Rs.4160.16 Dr. from A/C XXXXXXXX and Cr. to ACT FIBERNET. Ref:401988560880. AvlBal:Rs44307.61.,Bills & Utilities
Rs.316.9 Dr. from A/C XXXXXXXX and Cr. to UDEMY. Ref:365825334157. AvlBal:Rs23922.88.,Education
Rs.4753.6 Dr. from A/C XXXXXXXX and Cr. to IRCTC. Ref:763054349523. AvlBal:Rs18567.44.,Transport
Rs.3667.78 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:228489102231. AvlBal:Rs18624.58.,Investment
Rs.3957.65 Dr. from A/C XXXXXXXX and Cr. to LAB TEST. Ref:595062248986. AvlBal:Rs47383.73.,Health
Rs.3670.4 Dr. from A/C XXXXXXXX and Cr. to RELIANCE FRESH. Ref:387304089454. AvlBal:Rs41189.84.,Groceries
Rs.4668.82 Dr. from A/C XXXXXXXX and Cr. to DISNEY HOTSTAR. Ref:917187799628. AvlBal:Rs27368.18.,Entertainment
Rs.1173.19 Dr. from A/C XXXXXXXX and Cr. to HP PETROL. Ref:423577225118. AvlBal:Rs44212.85.,Transport
Rs.1916.39 Dr. from A/C XXXXXXXX and Cr. to BOUNCE. Ref:509010185407. AvlBal:Rs17887.85.,Transport
Rs.4526.27 Dr. from A/C XXXXXXXX and Cr. to VEDANTU. Ref:720719391688. AvlBal:Rs27313.74.,Education
Rs.1478.49 Dr. from A/C XXXXXXXX and Cr. to FINANCIAL INVESTMENT. Ref:484222635645. AvlBal:Rs29176.54.,Investment
Rs.1306.06 Dr. from A/C XXXXXXXX and Cr. to PETROL BUNK. Ref:664979644196. AvlBal:Rs46770.68.,Transport
Rs.616.8 Dr. from A/C XXXXXXXX and Cr. to AMAZON. Ref:790199008322. AvlBal:Rs33995.65.,Shopping
Rs.2767.86 Dr. from A/C XXXXXXXX and Cr. to KUVERA. Ref:359376806479. AvlBal:Rs7284.37.,Investment
Rs.3630.98 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:846053568852. AvlBal:Rs49295.13.,Shopping
Rs.2719.28 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:297447071721. AvlBal:Rs12540.39.,Health
Rs.2703.94 Dr. from A/C XXXXXXXX and Cr. to UPSTOX. Ref:621731709221. AvlBal:Rs7256.79.,Investment
Rs.4130.92 Dr. from A/C XXXXXXXX and Cr. to TRANSPORT. Ref:523155060337. AvlBal:Rs41370.41.,Transport
Rs.1009.61 Dr. from A/C XXXXXXXX and Cr. to FAMILY TRANSFER. Ref:456332827127. AvlBal:Rs46194.83.,Other
Rs.1126.52 Dr. from A/C XXXXXXXX and Cr. to MUTUAL FUND SIP. Ref:693084129594. AvlBal:Rs49420.3.,Investment
Rs.1397.92 Dr. from A/C XXXXXXXX and Cr. to TRADING. Ref:487972787644. AvlBal:Rs26243.71.,Investment
Rs.4013.12 Dr. from A/C XXXXXXXX and Cr. to UPSTOX. Ref:487455221548. AvlBal:Rs12934.43.,Investment
Rs.2288.33 Dr. from A/C XXXXXXXX and Cr. to TOPPR. Ref:317930581683. AvlBal:Rs34350.62.,Education
Rs.3638.36 Dr. from A/C XXXXXXXX and Cr. to WYNK MUSIC. Ref:239958041987. AvlBal:Rs30534.99.,Entertainment
Rs.3010.11 Dr. from A/C XXXXXXXX and Cr. to MX PLAYER. Ref:782933719908. AvlBal:Rs5588.74.,Entertainment
Rs.4033.98 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:210071423399. AvlBal:Rs24839.85.,Transport
Rs.2967.53 Dr. from A/C XXXXXXXX and Cr. to APOLLO PHARMACY. Ref:790274315799. AvlBal:Rs8489.35.,Health
Rs.4895.49 Dr. from A/C XXXXXXXX and Cr. to EDX. Ref:503266604448. AvlBal:Rs39751.86.,Education
Rs.97.95 Dr. from A/C XXXXXXXX and Cr. to KFC. Ref:525330388664. AvlBal:Rs42116.39.,Food & Dining
Rs.3896.68 Dr. from A/C XXXXXXXX and Cr. to MEDICAL STORE. Ref:689589306218. AvlBal:Rs29382.74.,Health
Rs.681.65 Dr. from A/C XXXXXXXX and Cr. to NETFLIX. Ref:733974862225. AvlBal:Rs23999.69.,Entertainment
Rs.2997.22 Dr. from A/C XXXXXXXX and Cr. to HP PETROL. Ref:876356621426. AvlBal:Rs30311.86.,Transport
Rs.2304.05 Dr. from A/C XXXXXXXX and Cr. to OVEN STORY. Ref:351004395635. AvlBal:Rs7589.64.,Food & Dining
Rs.3769.2 Dr. from A/C XXXXXXXX and Cr. to STOCK BUY. Ref:361552210862. AvlBal:Rs15898.51.,Investment
Rs.4676.08 Dr. from A/C XXXXXXXX and Cr. to SPENCERS. Ref:235377566395. AvlBal:Rs21536.69.,Groceries
Rs.2059.33 Dr. from A/C XXXXXXXX and Cr. to NILGIRIS. Ref:251033524690. AvlBal:Rs40467.71.,Groceries
Rs.4993.93 Dr. from A/C XXXXXXXX and Cr. to UBER. Ref:433483271003. AvlBal:Rs46463.34.,Transport
Rs.1052.67 Dr. from A/C XXXXXXXX and Cr. to GAANA. Ref:747134062423. AvlBal:Rs10561.58.,Entertainment
Rs.963.09 Dr. from A/C XXXXXXXX and Cr. to SCAN CENTER. Ref:401256324912. AvlBal:Rs29558.09.,Health
Rs.1704.61 Dr. from A/C XXXXXXXX and Cr. to GAS BILL. Ref:220080245920. AvlBal:Rs45189.83.,Bills & Utilities
Rs.2812.27 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:795539261885. AvlBal:Rs34730.43.,Investment
Rs.4277.34 Dr. from A/C XXXXXXXX and Cr. to FRESHMENU. Ref:334671114406. AvlBal:Rs18089.94.,Food & Dining
Rs.206.31 Dr. from A/C XXXXXXXX and Cr. to SCHOOL FEES. Ref:156363966488. AvlBal:Rs11849.68.,Education
Rs.1960.4 Dr. from A/C XXXXXXXX and Cr. to INDIAN RAILWAYS. Ref:786510801516. AvlBal:Rs11478.85.,Transport
Rs.521.26 Dr. from A/C XXXXXXXX and Cr. to TOLL PAYMENT. Ref:721795201945. AvlBal:Rs20537.11.,Transport
Rs.4904.18 Dr. from A/C XXXXXXXX and Cr. to UDEMY. Ref:599284063579. AvlBal:Rs35685.95.,Education
Rs.2186.48 Dr. from A/C XXXXXXXX and Cr. to PPF DEPOSIT. Ref:212229718922. AvlBal:Rs27389.3.,Investment
Rs.3732.86 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:745685725052. AvlBal:Rs1441.24.,Health
Rs.1611.43 Dr. from A/C XXXXXXXX and Cr. to IPO APPLICATION. Ref:800778649956. AvlBal:Rs15460.94.,Investment
Rs.2214.68 Dr. from A/C XXXXXXXX and Cr. to ANGEL ONE. Ref:182500108393. AvlBal:Rs29921.82.,Investment
Rs.4837.84 Dr. from A/C XXXXXXXX and Cr. to DOCTOR CONSULT. Ref:435254667052. AvlBal:Rs8154.29.,Health
Rs.39.16 Dr. from A/C XXXXXXXX and Cr. to BEHROUZ BIRYANI. Ref:761306755295. AvlBal:Rs26030.64.,Food & Dining
Rs.4168.93 Dr. from A/C XXXXXXXX and Cr. to IPO APPLICATION. Ref:516535169144. AvlBal:Rs45981.92.,Investment
Rs.4511.41 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:849617113498. AvlBal:Rs18792.32.,Health
Rs.1218.31 Dr. from A/C XXXXXXXX and Cr. to SHELL. Ref:221789969595. AvlBal:Rs47890.07.,Transport
Rs.1212.46 Dr. from A/C XXXXXXXX and Cr. to UTILITY BILL. Ref:706482434244. AvlBal:Rs30205.93.,Bills & Utilities
Rs.4871.84 Dr. from A/C XXXXXXXX and Cr. to FORTIS. Ref:951981390507. AvlBal:Rs31563.08.,Health
Rs.389.99 Dr. from A/C XXXXXXXX and Cr. to PAYMENT. Ref:380238009212. AvlBal:Rs28484.12.,Other
Rs.1033.76 Dr. from A/C XXXXXXXX and Cr. to METRO RAIL. Ref:224440856225. AvlBal:Rs17191.45.,Transport
Rs.1073.22 Dr. from A/C XXXXXXXX and Cr. to REVERSAL. Ref:163318442198. AvlBal:Rs22482.14.,Other
Rs.1271.95 Dr. from A/C XXXXXXXX and Cr. to MEESHO. Ref:979122474859. AvlBal:Rs37271.78.,Shopping
Rs.2018.07 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:753212949032. AvlBal:Rs43965.48.,Other
Rs.1018.22 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:202960867913. AvlBal:Rs805.69.,Investment
Rs.3721.07 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:926934432985. AvlBal:Rs7722.62.,Groceries
Rs.2252.67 Dr. from A/C XXXXXXXX and Cr. to BHARAT PETROLEUM. Ref:171037975109. AvlBal:Rs14591.92.,Transport
Rs.4459.88 Dr. from A/C XXXXXXXX and Cr. to HOSPITAL PAYMENT. Ref:635203192103. AvlBal:Rs28441.6.,Health
Rs.2881.79 Dr. from A/C XXXXXXXX and Cr. to KSEB. Ref:760138696643. AvlBal:Rs7556.52.,Bills & Utilities
Rs.2355.21 Dr. from A/C XXXXXXXX and Cr. to SCAN CENTER. Ref:872520446995. AvlBal:Rs19250.73.,Health
Rs.3722.27 Dr. from A/C XXXXXXXX and Cr. to TRAVEL. Ref:454483305838. AvlBal:Rs37401.23.,Transport
Rs.1954.24 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:741708060668. AvlBal:Rs13686.16.,Shopping
Rs.3184.23 Dr. from A/C XXXXXXXX and Cr. to NILGIRIS. Ref:956450279744. AvlBal:Rs8014.59.,Groceries
Rs.3179.25 Dr. from A/C XXXXXXXX and Cr. to GROWW. Ref:413640766647. AvlBal:Rs35840.98.,Investment
Rs.2240.16 Dr. from A/C XXXXXXXX and Cr. to HP GAS. Ref:363770210879. AvlBal:Rs23125.53.,Bills & Utilities
Rs.4533.68 Dr. from A/C XXXXXXXX and Cr. to COLLEGE FEES. Ref:988623074538. AvlBal:Rs37901.36.,Education
Rs.3363.77 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:459662704746. AvlBal:Rs47295.68.,Other
Rs.1173.59 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET DAILY. Ref:556308624783. AvlBal:Rs2636.26.,Groceries
Rs.2866.02 Dr. from A/C XXXXXXXX and Cr. to BURGER KING. Ref:747072567583. AvlBal:Rs30519.35.,Food & Dining
Rs.2549.82 Dr. from A/C XXXXXXXX and Cr. to NETFLIX. Ref:302496942826. AvlBal:Rs49284.14.,Entertainment
Rs.1682.11 Dr. from A/C XXXXXXXX and Cr. to NPS CONTRIBUTION. Ref:915780448867. AvlBal:Rs33955.09.,Investment
Rs.3425.88 Dr. from A/C XXXXXXXX and Cr. to FINANCIAL INVESTMENT. Ref:855808975245. AvlBal:Rs49404.7.,Investment
Rs.4452.56 Dr. from A/C XXXXXXXX and Cr. to SUPERMARKET. Ref:699867077358. AvlBal:Rs21407.45.,Groceries
Rs.1627.61 Dr. from A/C XXXXXXXX and Cr. to NETFLIX. Ref:194215562252. AvlBal:Rs8270.43.,Entertainment
Rs.3028.92 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:350498628609. AvlBal:Rs45078.48.,Health
Rs.590.3 Dr. from A/C XXXXXXXX and Cr. to LPG. Ref:985067981527. AvlBal:Rs22650.02.,Bills & Utilities
Rs.3431.89 Dr. from A/C XXXXXXXX and Cr. to SUBSCRIPTION. Ref:496890265893. AvlBal:Rs4887.46.,Entertainment
Rs.3158.59 Dr. from A/C XXXXXXXX and Cr. to LIFESTYLE. Ref:393021527473. AvlBal:Rs20418.12.,Shopping
Rs.1000.62 Dr. from A/C XXXXXXXX and Cr. to IPO APPLICATION. Ref:210215661219. AvlBal:Rs34037.55.,Investment
Rs.4524.61 Dr. from A/C XXXXXXXX and Cr. to APOLLO HOSPITALS. Ref:160223546010. AvlBal:Rs4745.96.,Health
Rs.3555.68 Dr. from A/C XXXXXXXX and Cr. to FRESHMENU. Ref:440382547467. AvlBal:Rs37438.27.,Food & Dining
Rs.2483.39 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:296517123349. AvlBal:Rs9448.45.,Entertainment
Rs.3850.14 Dr. from A/C XXXXXXXX and Cr. to PHARMEASY. Ref:948889628908. AvlBal:Rs31538.34.,Health
Rs.34.33 Dr. from A/C XXXXXXXX and Cr. to AJIO. Ref:485243138334. AvlBal:Rs14949.49.,Shopping
Rs.2872.99 Dr. from A/C XXXXXXXX and Cr. to CAB PAYMENT. Ref:393370689441. AvlBal:Rs26294.7.,Transport
